sample	k	n0	r	t_mid	t_gen	auc_l	auc_e	sigma	note	strain	pH	replicate	max.OD	date
A1	0	0.028	0	-13.8946093784187	9.35395074618934	0.972559921386471	0.940374999999998	0.0014195105921218	questionable fit (k < n0)	25G2A02	3.2	1	0.028	2025-10-11
A10	0.27977226129916	0.0125002070334096	0.24458767679469	12.5211617476736	2.83394155275363	9.93117153324269	9.93650194444444	0.00892409086724948		25G2A02	5.9	1	0.291	2025-10-11
A11	0.302868549886659	0.0154471004702923	0.255723173045576	11.4323948618389	2.7105372278343	11.0752786468964	11.0915016666667	0.0106658270641181		25G2A02	6.2	1	0.32	2025-10-11
A12	0.308509053062176	0.0144992030060003	0.22628937828747	13.2994292985959	3.06310082163643	10.703476596973	10.7183765277778	0.00427663048767876		25G2A02	6.5	1	0.311	2025-10-11
A13	0.340017976780467	0.0142820604931523	0.233759201520037	13.3773674844379	2.96521880658687	11.7799327395369	11.8036272222222	0.0101094884168237		25G2A02	6.8	1	0.35	2025-10-11
A14	0.337258619336508	0.014447906664039	0.196811481559459	15.7842243827666	3.52188386098062	10.8619638685361	10.8917516666667	0.0120867618609324		25G2A02	7.1	1	0.348	2025-10-11
A15	0.257678583158602	0.0173491252503509	0.216829754951457	12.1222690889092	3.19673460275378	9.2153172192135	9.22225083333334	0.00860110186419283		25G2A02	7.4	1	0.265	2025-10-11
A16	0.212751801304407	0.0146687637224677	0.204207706491242	12.7466590420304	3.39432430082981	7.47008429317134	7.47262513888889	0.00738601119003963		25G2A02	7.7	1	0.22	2025-10-11
A17	0.181769812433677	0.0113875070175669	0.244188253926289	11.0796807184985	2.83857707901535	6.7001389413127	6.71350069444444	0.00624738068151433		25G2A02	8	1	0.185	2025-10-11
A18	0.160281882503736	0.00852532236048743	0.212906930711434	13.5234527749831	3.25563464864096	5.51809991294774	5.54325041666667	0.00597281914682867		25G2A02	8.3	1	0.16	2025-10-11
A19	0.152382679822277	0.00558503079427245	0.241393318943085	13.5420697197306	2.87144310204945	5.25856323526243	5.30512499999999	0.00746959128128306		25G2A02	8.6	1	0.151	2025-10-11
A2	0	0.0277531543063206	0	-16.9080751299269	16.6929166126032	0.882214982697403	0.803249722222223	0.00420015296825573	questionable fit (k < n0)	25G2A02	3.5	1	0.031	2025-10-11
A20	0.144701108736531	0.00786655194572811	0.17860832813511	15.9911509790337	3.88082228750054	4.61861864525163	4.64512527777778	0.0052746508267601		25G2A02	8.9	1	0.144	2025-10-11
A21	0	0.01025073946148	0	16.0707883476264	4.18396413300759	4.99052889807276	5.01250041666666	0.00552440341580352		25G2A02	9.2	1	0.157	2025-10-11
A22	0	0.0037947667777198	0	18.2189028477459	3.15031573812701	6.36409375281345	6.46712555555556	0.0115538669624097		25G2A02	9.5	1	0.225	2025-10-11
A23	0	0.0338774645528049	0	15.7960400960041	5.62687343576548	8.52928500014155	8.52437611111112	0.0128011585225173		25G2A02	9.8	1	0.268	2025-10-11
A24	0	0.065133336496175	0	13.3198600020569	10.3395001713357	6.98168077789746	6.95437652777777	0.0186617775788619		25G2A02	10.1	1	0.216	2025-10-11
A3	0.145215775682121	0.0203824388024447	0.179066919440621	10.1208300297148	3.87088348157904	5.40861690388823	5.41762569444443	0.00523486667561032		25G2A02	3.8	1	0.145	2025-10-11
A4	0.16902301045427	0.0121660944696435	0.22815064155134	11.2061095613959	3.03811190644393	6.19843540411865	6.21925083333334	0.00570776488557956		25G2A02	4.1	1	0.171	2025-10-11
A5	0.179776659138536	0.014807974463563	0.232473659798894	10.3693029883813	2.98161598677272	6.7355679709341	6.75675097222222	0.00633608032400676		25G2A02	4.4	1	0.181	2025-10-11
A6	0.199349853050393	0.0088992582690987	0.273320604690056	11.2081739564073	2.53602241713892	7.341977151068	7.37750125	0.00660578974607523		25G2A02	4.7	1	0.201	2025-10-11
A7	0.205148942922495	0.0153495299893257	0.22190653865266	11.3330727178331	3.12359962337521	7.49254271907926	7.51300041666666	0.00646308874567197		25G2A02	5	1	0.208	2025-10-11
A8	0.229861046544414	0.0123614115857131	0.239173522210145	11.9896947379676	2.89809329291444	8.27146494993124	8.29375166666668	0.00760603535513379		25G2A02	5.3	1	0.235	2025-10-11
A9	0.313558770857228	0.0223673381194039	0.232404110795215	11.0427440868609	2.98250826195893	11.5528551278527	11.5520026388889	0.00747974694928181		25G2A02	5.6	1	0.323	2025-10-11
B1	0	0.003	0	-6.47531813370032	11.0696294646535	0.0652206157692813	0.05975	0.000281198924092113	questionable fit (k < n0)	23G4B04	3.2	1	0.003	2025-10-11
B10	0.155941768542674	0.00173708128556817	0.170538654023806	26.3053241560534	4.06445790561468	3.42636768500626	3.40437638888889	0.00596678270789677		23G4B04	5.9	1	0.159	2025-10-11
B11	0.2206436965055	0.00101719721047892	0.18352558547569	29.2868013304887	3.77684222482298	4.20533516653518	4.25562583333333	0.00481216396963184		23G4B04	6.2	1	0.21	2025-10-11
B12	0.16021198780186	0.000628290054422699	0.169347042248118	32.6980726140424	4.09305749517836	2.54673322676372	2.57612569444444	0.00283747801186902		23G4B04	6.5	1	0.155	2025-10-11
B13	0	0.0191021422487386	0	371.688930774053	15.0135929652246	3.41687348128145	3.44912597222222	0.0188388939732014		23G4B04	6.8	1	0.164	2025-10-11
B14	0.411133418930815	0.00303589329261059	0.0804186047516243	60.9436147624033	8.61923907658875	1.53032324790775	1.52775166666667	0.00479193549791181		23G4B04	7.1	1	0.122	2025-10-11
B15	0	0.00442975282604754	0	0.361949934514322	6.88311913922197	0.371957387417976	0.371124861111111	0.000632064980347658		23G4B04	7.4	1	0.011	2025-10-11
B16	0	0.0158246847623606	0	-129.971040750355	30.493956083546	0.746791539859428	0.743874583333333	0.00083020712043895	questionable fit (k < n0)	23G4B04	7.7	1	0.02	2025-10-11
B17	0	0.00240438911933029	0	5.08644714909181	2.37396220046593	0.552344763584338	0.555000277777777	0.00567001796937418		23G4B04	8	1	0.021	2025-10-11
B18	0	0.00468803593987079	0	-2.61602127238851	136660.522607124	0.0363842591979939	0.028875	0.000570203726054541	questionable fit (k < n0)	23G4B04	8.3	1	0.006	2025-10-11
B19	0	0.004	0	-3.57238533327626	311912.778954711	0.0382067687619928	0.03075	0.000508583976048015	questionable fit (k < n0)	23G4B04	8.6	1	0.004	2025-10-11
B2	0	0.005	0	-1.32164339765605	0.56920082950293	0.193551856007527	0.167875	0.00148487085229698	questionable fit (k < n0)	23G4B04	3.5	1	0.005	2025-10-11
B20	0	0.003	0	-4.66516967069616	279981.766597945	0.0339776735871982	0.028875	0.000389256861334377	questionable fit (k < n0)	23G4B04	8.9	1	0.003	2025-10-11
B21	0	0.00357555078143135	0	-28.4610161456218	24.072395963241	0.128670739136551	0.106	0.000808188747326968	questionable fit (k < n0)	23G4B04	9.2	1	0.005	2025-10-11
B22	0	0.00259790826108666	0	-25.2473510742379	36.00767086137	0.0833255855232144	0.0796247222222223	0.00106862233963531	questionable fit (k < n0)	23G4B04	9.5	1	0.00800000000000001	2025-10-11
B23	0	0.000000830996559023825	0	19.6714501961883	1.23350768396538	1.49849118131297	1.57949958333333	0.0062593919421034		23G4B04	9.8	1	0.066	2025-10-11
B24	0	0.0127174901131901	0	10.7704152975201	3.50705754632337	4.40928589506695	4.39325083333333	0.00522930821225898		23G4B04	10.1	1	0.126	2025-10-11
